nome,url,url_canonical,indirizzo,cap,citta,provincia,regione,paese,telefono,email,sito_web,padiglione,stand,coespositore,espositore_principale,partita_iva,marchi,categorie,descrizione
GAMMA MECCANICA,https://dp-plast.fieramilano.it/exhibitor/296,https://dp-plast.fieramilano.it/exhibitor/296,Via Sacco e Vanzetti 13,42021,BIBBIANO,RE,Emilia-Romagna,Italy,+39 0522 240811,gamma.info@gamma-meccanica.it,http://www.gamma-meccanica.it,15,C53 D60,,,,,"ATTREZZATURE PER RIDUZIONE DIMENSIONALE (FRANTUMATORI, TRITURATORI, GRANULATORI) | PELLETTIZZATORI | IMPIANTI DI RICICLAGGIO | ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO, ALTRE | ESTRUSORI MONOVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER COMPOUND | SISTEMI DI DEGASAGGIO | CONSULENZA SUL RICICLAGGIO | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA","Gamma Meccanica progetta e realizza linee avanzate per il riciclo e l’estrusione delle materie plastiche, con soluzioni sviluppate per rispondere alle esigenze reali dell’industria del recupero e della trasformazione. Dai film plastici ai materiali rigidi, dai flussi post-industriali più puliti ai materiali post-consumo altamente contaminati, le tecnologie Gamma Meccanica garantiscono produzione stabile, efficienza energetica e qualità costante del granulo. Con oltre 500 impianti installati nel mondo, Gamma Meccanica unisce esperienza industriale, innovazione di processo e tecnologia Made in Italy, offrendo ai clienti un supporto tecnico affidabile a livello globale."
HAITIAN MM,https://dp-plast.fieramilano.it/exhibitor/297,https://dp-plast.fieramilano.it/exhibitor/297,Via Giuseppe di Vittorio 56,25125,BRESCIA,BS,Lombardia,Italy,+39 030 7284154,info@hmmi.it,http://www.hmmi.it,24,C41 D52,,,,,MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI FINO A 250 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 4000 KN FINO A 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
MONTELLO,https://dp-plast.fieramilano.it/exhibitor/298,https://dp-plast.fieramilano.it/exhibitor/298,Via Fabio Filzi 5,24060,MONTELLO,BG,Lombardia,Italy,+39 035 689111,info@montello-spa.it,http://www.montello-spa.it,9,B74 B78,,,,,"POLIETILENTEREFTALATO RIGENERATO (R PET) | POLIETILENE BASSA DENSITA' (LDPE) | POLIETILENE ALTA DENSITA' (HDPE) | COPOLIMERI DI POLIPROPILENE (PPCP) | MISCELE DI POLIOLEFINE | ALTRE POLIOLEFINE | POLIETILENE RIGENERATO (R PE) | POLIESTERI TERMOPLASTICI | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIOLEFINICHE",
SYNCRO,https://dp-plast.fieramilano.it/exhibitor/299,https://dp-plast.fieramilano.it/exhibitor/299,Viale dell'Industria 19,21052,BUSTO ARSIZIO,VA,Lombardia,Italy,+39 0331 677716,info@syncro-group.com,http://www.syncro-group.com,15,H49 J50,,,,,"IMPIANTI DI MESCOLAZIONE | DOSATORI E MISCELATORI | LINEE DI STIRAMENTO PER FILM, FILAMENTI ECC. | SILOS E DISPOSITIVI DI SCARICO SILOS | CONVOGLIATORI E SISTEMI DI TRASPORTO DI POLVERI E GRANULI (ESCLUSI CARRELLI E CARRELLI ELEVATORI) | ESSICCATORI/DEUMIDIFICATORI PER MATERIALI IN MASSA | CONTROLLI DI PROCESSO | ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | MISURATORI DI SPESSORE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | ELEMENTI RISCALDANTI PER CAMERE E CILINDRI DI PLASTIFICAZIONE / RESISTENZE / IRRADIATORI | RICONDIZIONAMENTO DI MACCHINARI | MISCELATORI DI TIPO CONTINUO PER SOLIDI | MISCELATORI DI TIPO CONTINUO PER LIQUIDI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL ",
BMB,https://dp-plast.fieramilano.it/exhibitor/300,https://dp-plast.fieramilano.it/exhibitor/300,"Via Enrico Roselli 12, Zona Industriale",25125,BRESCIA,BS,Lombardia,Italy,+39 030 2689811,bmb@bmb-spa.com,http://www.bmb-spa.com,22,A101 B116,,,,,MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI FINO A 250 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 4000 KN FINO A 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
RECY TECHNOLOGIES,https://dp-plast.fieramilano.it/exhibitor/301,https://dp-plast.fieramilano.it/exhibitor/301,Via Case Sparse per Vigevano 3,27020,PARONA,PV,Lombardia,Italy,+39 0384 581008,info@recytechnologies.it,http://www.recytechnologies.it,13,P17 R18,,,,,IMPIANTI DI RICICLAGGIO | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
FILTEC,https://dp-plast.fieramilano.it/exhibitor/302,https://dp-plast.fieramilano.it/exhibitor/302,Via del Laghetto 140,45021,BADIA POLESINE,RO,Veneto,Italy,+39 0425 594457,info@filtecsrl.eu,http://www.filtecsrl.eu,15,C41 D42,,,,,"PELLETTIZZATORI | IMPIANTI DI RICICLAGGIO | MACCHINE PER LA LAVORAZIONE DELLA GOMMA, ALTRE | FILIERE D'ESTRUSIONE | LAME E COLTELLI PER MACCHINE | CAMBIAFILTRI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA,ALTRE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA",Produzione impianti per la lavorazione delle materie plastiche. Pellettizzatori e non solo.
ENGEL,https://dp-plast.fieramilano.it/exhibitor/303,https://dp-plast.fieramilano.it/exhibitor/303,Ludwig-Engel-Strasse 1,4311,Schwertberg,,,Austria,+43 50 6200,sales@engel.at,http://www.engelglobal.com/en/us/home,24,C82 C96,,,,,"MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER GOMMA | MACCHINE A INIEZIONE PER MULTICOMPONENTI | MACCHINE A INIEZIONE PER TERMOPLASTICI FINO A 250 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 4000 KN FINO A 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOINDURENTI | DOSATORI E MISCELATORI | MACCHINE PER LA LAVORAZIONE DELLA GOMMA, ALTRE | VITI DI PLASTIFICAZIONE | CAMERE DI PLASTIFICAZIONE | UGELLI | AUTOMAZIONE, ROBOTICA E INFORMATICA | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUST",
MAXI MELT,https://dp-plast.fieramilano.it/exhibitor/304,https://dp-plast.fieramilano.it/exhibitor/304,Via Duccio Galimberti 8/B,26841,CASALPUSTERLENGO,LO,Lombardia,Italy,+39 0377 911062,info@maximelt.com,http://www.maximelt.com,24,C107 D102,,,,,"VITI DI PLASTIFICAZIONE | CILINDRI DI PLASTIFICAZIONE | CAMERE DI PLASTIFICAZIONE | UGELLI | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA",
EUREXMA,https://dp-plast.fieramilano.it/exhibitor/305,https://dp-plast.fieramilano.it/exhibitor/305,Via Salvador Allende 7,21049,TRADATE,VA,Lombardia,Italy,+39 0331 827633,info@eurexma.com,http://www.eurexma.com,15,J49,,,,,"IMPIANTI D'ESTRUSIONE PER FILM SOFFIATO | IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","TECNOLOGIE PER LA RICERCA E LA PICCOLA/MEDIA PRODUZIONE Con un'esperienza di oltre 25 anni, EUR.EX.MA sviluppa soluzioni di estrusione personalizzate per laboratori R&D e la piccola e media produzione, guidando l'innovazione nella lavorazione di materiali termoplastici attraverso diversi processi e applicazioni"
TRIA,https://dp-plast.fieramilano.it/exhibitor/306,https://dp-plast.fieramilano.it/exhibitor/306,Via E. Fermi 8,20093,COLOGNO MONZESE,MI,Lombardia,Italy,+39 02 273451,info@triaplastics.com,http://www.triaplastics.com,22,A61 A65,,,,,"ATTREZZATURE PER RIDUZIONE DIMENSIONALE (FRANTUMATORI, TRITURATORI, GRANULATORI) | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","Dal 1954 TRIA produce granulatori a lame, sistemi di recupero in linea, trituratori, impianti di trasporto e trattamento degli scarti generati dai processi di produzione di manufatti in plastica.
 TRIA si concentra su soluzioni tecniche efficaci per soddisfare le esigenze dei propri clienti.
 Il nostro Head Quarter a Cologno Monzese e le nostre filiali (TRIA America, TRIA Brasile, TRIA Cina e TRIA Germania) seguono i propri mercati per vendita, post-vendita, ricambi, know-how, nell'offrire soluzioni tecniche e alcune lavorazioni.
 Oltre 48.000 impianti installati in 70 Paesi nel mondo sottolineano i nostri elevati standard di produzione e design."
COLINES,https://dp-plast.fieramilano.it/exhibitor/307,https://dp-plast.fieramilano.it/exhibitor/307,Via Buonarroti 27/29,28060,NIBBIA,NO,Piemonte,Italy,+39 0321 486311,info@colines.it,http://www.colines.it,15,E65 F66,,,,,IMPIANTI D'ESTRUSIONE PER FILM SOFFIATO | IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,"COLINES® produce linee di estrusione con un’esperienza maturata a partire dal 1970 e sviluppata con una crescita costante negli anni successivi. Il programma produttivo comprende:
 • Linee di coestrusione cast e blown per la produzione dei seguenti tipi di film: film estensibile, film CPP, film CPE, film barriera, film traspirante, film goffrato (inclusi MO Barrier film, MOPP, MOPE), film termoretraibile per collation, film per laminazione, stretch-hood film, shrink-hood film, film agricolo e silobags. • Linee per la produzione di pannelli Bubble Guard® Board e Flex in PP (tecnologia brevettata). • Linee per la produzione di film a bolle d’aria in PE. • Linee per la produzione di guarnizioni in PVC per frigoriferi.
 COLINES® dispone di una rete capillare di agenti e team di assistenza in tutto il mondo.
 Fin dalla fondazione nel 1973, COLINES® ha investito nella tecnologia, ponendo il successo dei clienti come obiettivo principale. Grazie a un processo unico di integrazione verticale, COLINES® ha la possibilità di progettare, produrre e testare direttamente le proprie linee, acquisendo così un know-how e un’esperienza fondamentali. COLINES® offre ai propri clienti l’opportunità di beneficiare del proprio supporto tecnologico, sostenuto da uno spirito dinamico, elemento cruciale in un settore in cui miglioramenti e sviluppi definiscono costantemente nuovi standard di mercato.
 COLINES® ama essere considerata un’azienda di livello mondiale con uno spirito familiare, poiché il p"
ATS FAAR INDUSTRIES,https://dp-plast.fieramilano.it/exhibitor/308,https://dp-plast.fieramilano.it/exhibitor/308,Via Leonardo da Vinci 11/B,20051,CASSINA DÈ PECCHI,MI,Lombardia,Italy,+39 02 36636340,info@atsfaar-ind.eu,http://www.atsfaar.it,11,C65,,,,,"APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ REOLOGICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ TERMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ ELETTRICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA",
NIKON EUROPE,https://dp-plast.fieramilano.it/exhibitor/309,https://dp-plast.fieramilano.it/exhibitor/309,Via San Quirico 300,50013,CAMPI BISENZIO,FI,Toscana,Italy,+39 055 3009601,healthcare.it@nikon.com,http://www.nikonmetrology.com/en-gb/products,11,A131,,,,,"APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | STRUMENTI DI PRECISIONE | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPLICAZIONI INDUSTRIALI E AGRICOLE | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C",
COLOR SERVICE,https://dp-plast.fieramilano.it/exhibitor/310,https://dp-plast.fieramilano.it/exhibitor/310,Via Divisione Julia 15,36031,DUEVILLE,VI,Veneto,Italy,+39 0444 366000,sales@colorservice.net,http://www.colorservice.eu,11,C52 C56,,,,,"ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO, ALTRE | MACCHINE PER L'INDUSTRIA DEGLI PNEUMATICI | MACCHINE PER LA LAVORAZIONE DELLA GOMMA, ALTRE | SILOS E DISPOSITIVI DI SCARICO SILOS | ATTREZZATURE DI DOSAGGIO | APPARECCHIATURE DI PESATURA DI PRECISIONE | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA,ALTRE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | CONTROLLI DI PROCESSO","Color Service è un’azienda riconosciuta a livello globale, leader nella progettazione e produzione di sistemi automatici di pesatura e dosaggio per polveri e liquidi. Fondata nel 1987, Color Service sviluppa sistemi che semplificano e automatizzano in modo significativo le operazioni manuali di pesatura, specializzandosi in soluzioni intelligenti e personalizzate, adattate alle specifiche esigenze industriali. Oggi l’azienda serve un’ampia gamma di settori a livello mondiale, tra cui plasica, masterbatch, pneumatici e gomma."
SIRE,https://dp-plast.fieramilano.it/exhibitor/311,https://dp-plast.fieramilano.it/exhibitor/311,"S.S. 10, km 164,700",27040,ARENA PO,PV,Lombardia,Italy,+39 0385 263280,info@sirespa.com,http://www.sirespa.com,9,C02 C06,,,,,"POLIETILENE ALTA DENSITA' (HDPE) | ALTRE POLIOLEFINE | LAVORAZIONI PRIMARIE, MESCOLAZIONE | ESTRUSIONE | SOFFIAGGIO | PER POLIMERI | PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | POLIOLEFINICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | FORNITURA DI LAVORAZIONI PER CONTO TERZI | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C | SERVIZI DI RIGENERAZIONE E RICICLAGGIO | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA","S.I.RE. S.p.A. vanta una lunga esperienza nel settore delle materie plastiche si è sviluppata sul territorio attraverso la produzione nei due stabilimenti situata nella provincia di PAVIA  La filosofia basata su un approccio pragmatico nella produzione e nella ricerca di soluzioni tecniche a misura del cliente ha fatto della società uno degli attori principali nel comparto del riciclo delle resine poliolefiniche, con una capacità produttiva totale di 50.000 tonnellate/anno."
FELDMAN ST,https://dp-plast.fieramilano.it/exhibitor/312,https://dp-plast.fieramilano.it/exhibitor/312,Via Barro 113,28045,INVORIO,NO,Piemonte,Italy,+39 0322 259529,info@feldman.st,http://www.feldman.st,15,M53 N60,,,,,"AVVOLGITORI-BOBINATORI | TAGLIERINE RIBOBINATRICI | FUSTELLATRICI E PERFORATRICI | STAMPATRICI FLESSOGRAFICHE | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER STAMPA SU PRODOTTI IN PLASTICA E GOMMA | MACCHINE E IMPIANTI PER FINITURA, DECORAZIONE, STAMPA E E MARCATURA DI PRODOTTI IN MATERIE PLASTICHE","Macchine per imballaggio industriale plastico Soluzioni innovative per il taglio, la foratura, la ribobinatura e la stampa industriale di materiali plastici in movimento."
PIOVANGROUP,https://dp-plast.fieramilano.it/exhibitor/313,https://dp-plast.fieramilano.it/exhibitor/313,Via delle Industrie 16,30036,SANTA MARIA DI SALA,VE,Veneto,Italy,+39 041 5799111,sales@piovan.com,http://www.piovan.com,24,C81 C91,,,,,"ATTREZZATURE PER RIDUZIONE DIMENSIONALE (FRANTUMATORI, TRITURATORI, GRANULATORI) | SILOS E DISPOSITIVI DI SCARICO SILOS | ATTREZZATURE DI DOSAGGIO | CONVOGLIATORI E SISTEMI DI TRASPORTO DI POLVERI E GRANULI (ESCLUSI CARRELLI E CARRELLI ELEVATORI) | ESSICCATORI/DEUMIDIFICATORI PER MATERIALI IN MASSA | REFRIGERATORI D'ACQUA | UNITÀ DI RISCALDAMENTO E RAFFREDDAMENTO PER STAMPI E FILIERE | CONTROLLI DI PROCESSO | MISCELATORI DI TIPO DISCONTINUO PER SOLIDI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA",
DR SCHENK,https://dp-plast.fieramilano.it/exhibitor/314,https://dp-plast.fieramilano.it/exhibitor/314,Bussardstrasse 2,82166,Graefelfing,,,Germany,+49 89 856950,melanie_bradley-vogel.drschenk@yahoo.de,http://www.drschenk.com,15,C56,,,,,"PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
X-RITE PANTONE,https://dp-plast.fieramilano.it/exhibitor/315,https://dp-plast.fieramilano.it/exhibitor/315,Wehntalerstrasse 61/A,8105,Regensdorf,,,Switzerland,+41 44 8422400,marketing-europe@xrite.com,http://www.xrite.com,11,C76 C78,,,,,"APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA","X-Rite Pantone è il riferimento mondiale nella scienza del colore e nelle tecnologie per la gestione dell'aspetto. Fondata nel 1958 a Grand Rapids, Michigan, X-Rite ha costruito la propria leadership attraverso oltre 60 anni di innovazione e acquisizioni strategiche — tra cui GretagMacbeth (2006), Pantone (2007) e Munsell Color — riunendo sotto un unico tetto competenze complementari in strumentazione portatile, spettrofotometria da banco, illuminazione controllata, scienza del colore e standardizzazione cromatica. 
 Oggi parte del gruppo Veralto (NYSE: VLTO), X-Rite Pantone impiega circa 800 collaboratori con sedi operative in Nord America, Europa, e Asia-Pacifico. 
 L'azienda offre un ecosistema completo e integrato: strumenti di misura portatili e da banco (serie Ci6X, Ci7000, CiF3200, MetaVue VS3200, MA-T12, eXact 2, ColorXRA 45), cabine luce e ambienti immersivi (Judge LED, Harmony Room), software di formulazione e controllo qualità (Color iMatch, Color iQC, Autura Ink, Autura Effects, PANTORA, MeasureColor, ColorCert), standard cromatici digitali (PantoneLIVE) e servizi di calibrazione, profilazione e allineamento inter-strumenti (NetProfiler, X-Rite Link). 
 X-Rite Pantone serve un ampio spettro di settori industriali — automotive, plastica, vernici e rivestimenti, tessile, cosmetica, stampa e packaging, elettronica di consumo, materiali per l'edilizia, food & beverage e life sciences — con l'obiettivo di garantire coerenza cromatica e qualità dell'aspetto dall'ideazio"
OMEG,https://dp-plast.fieramilano.it/exhibitor/316,https://dp-plast.fieramilano.it/exhibitor/316,Via Mazzini 12,21022,AZZATE,VA,Lombardia,Italy,+39 0332 1570394,info@omegsrl.com,http://www.omegsrl.com,13,M17,,,,,"STAMPI, ALTRI | FILIERE D'ESTRUSIONE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA",Realizzazione filiere e calibratori per estrusione e coestrusione di materie plastiche
MARKING PRODUCTS,https://dp-plast.fieramilano.it/exhibitor/317,https://dp-plast.fieramilano.it/exhibitor/317,Via Vittime delle Foibe 20/C,10036,SETTIMO TORINESE,TO,Piemonte,Italy,+39 011 8005570,marking.to@marking.it,http://www.marking.it,24,B91,,,,,"MACCHINE PER STAMPA SU PRODOTTI IN PLASTICA E GOMMA | STAMPATRICI OFFSET | STAMPATRICI, ALTRE | DISPOSITIVI DI MARCATURA | MACCHINE E IMPIANTI PER FINITURA, DECORAZIONE, STAMPA E E MARCATURA DI PRODOTTI IN MATERIE PLASTICHE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","La lunga esperienza nel settore della codifica e marcatura rende Marking Products il partner perfetto per fornire la giusta consulenza tecnica e specializzata per la scelta del marcatore più adatto per ogni linea di produzione.
 Grazie alla partnership e alla distribuzione in esclusiva per l’Italia dei prodotti a marchio Hitachi e Matthews Marking Systems abbiamo a disposizione il top di gamma dei sistemi di codifica presenti sul mercato."
BST ELTROMAT ITALIA,https://dp-plast.fieramilano.it/exhibitor/318,https://dp-plast.fieramilano.it/exhibitor/318,Via Volonterio 36/A,21047,SARONNO,VA,Lombardia,Italy,+39 02 96199701,marketing.italia@bst.group,http://www.bst.elexis.group/it,15,N69 P70,,,,,"IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER LAVORAZIONE SECONDARIA, ALTRE | DISPOSITIVI E SISTEMI DI CONTROLLO E SUPERVISIONE, ALTRI | CONTROLLI DI PROCESSO | DISPOSITIVI PER IL CONTROLLO DEL TENSIONAMENTO DI FILM E FOGLIE | COMPONENTI ELETTRONICI | COMPONENTI ELETTRICI | PROVE, MISURE E CONTROLLI | GARANZIA DI QUALITA' | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
